playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot
takemka01,takemka01,,,1949,12,19,Japan,,,,,,,,,Kazuyoshi,Takemura,,竹村 一義,,163,71,R,R,1968,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takemka02,takemka02,,,1927,07,25,Japan,,,,,,,,,Katsuo,Takemoto,,竹元 勝雄,,137,67,R,R,1950,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takemmo01,takemmo01,,,1924,02,12,Japan,,,,,,,,,Moto,Takemura,,竹村 元雄,,150,66,R,R,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takemos01,takemos01,,,1964,01,03,Japan,,,,,,,,,Osamu,Takemoto,,竹本 修,,172,71,L,L,1987,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takemsu01,takemsu01,,,1926,01,03,Japan,,,,,,,,,Suguru,Takemoto,,竹本 卓,,132,67,R,R,1949,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takemto01,takemto01,,,1921,11,25,Japan,,,,,,,,,Toshiaki,Takemiya,,武宮 敏明,,141,67,R,R,1947,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takemyu01,takemyu01,,,1956,08,01,Japan,,,,,,,,,Yukio,Takemoto,,竹本 由紀夫,,161,72,R,R,1981,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takenat01,takenat01,,,1939,12,11,Japan,,,,,,,,,Atsushi,Takenaka,,竹中 惇,,174,72,R,R,1962,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takenma01,takenma01,,,1945,03,15,Japan,,,,,,,,,Masashi,Takenochi,,竹之内 雅史,,198,69,R,R,1968,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takenmi01,takenmi01,,,1943,06,18,Japan,,,,,,,,,Mitsuhiro,Takeno,,竹野 充昿,,154,68,R,R,1966,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takenta01,takenta01,,,1986,05,14,Japan,,,,,,,,,Tatsuya,Takeno,,岳野 竜也,,198,71,R,R,2009,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takento01,takento01,,,1957,08,16,Japan,,,,,,,,,Toru,Takenochi,,竹之内 徹,,154,70,L,L,1980,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeoka01,takeoka01,,,1975,01,25,Japan,,,,,,,,,Kazuhiro,Takeoka,,竹岡 和宏,,214,76,R,R,2004,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeory01,takeory01,,,2001,05,28,Japan,,,,,,,,,Ryusei,Takeoka,,武岡 龍世,,170,70,L,R,2020,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takesak01,takesak01,,,2000,05,20,Japan,,,,,,,,,Akihiro,Takeshita,,竹下 瑛広,,176,73,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takesju01,takesju01,,,1969,07,12,Japan,,,,,,,,,Jun,Takeshita,,竹下 潤,,176,72,L,L,1992,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeska01,takeska01,,,2006,11,06,Japan,,,,,,,,,Kaito,Takeshita,,竹下 海斗,,168,71,L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takesko01,takesko01,,,1963,06,18,Japan,,,,,,,,,Koji,Takeshita,,竹下 浩二,,181,72,R,R,1982,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takesmi01,takesmi01,,,1938,06,09,Japan,,,,,,,,,Mitsuo,Takeshita,,竹下 光郎,,165,68,R,R,1957,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takesmo01,takesmo01,,,1937,08,26,Japan,,,,,,,,,Motoaki,Takeshita,,竹下 元章,,154,66,R,R,1956,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takesra01,takesra01,,,2006,11,12,Japan,,,,,,,,,Raia,Takeshita,,竹下 徠空,,216,72,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takessh01,takessh01,,,1990,10,20,Japan,,,,,,,,,Shingo,Takeshita,,竹下 真吾,,181,71,L,L,2015,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takessh02,takessh02,,,1971,07,10,Japan,,,,,,,,,Shintaro,Takeshita,,竹下 慎太郎,,172,73,L,L,2001,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takesyo01,takesyo01,,,1922,10,04,Japan,,,,,,,,,Yoshimasa,Takesue,,武末 悉昌,,143,67,R,R,1949,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taketxx01,taketxx01,,,,,,Japan,,,,,,,,,,,,Taketakeshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeuhi01,takeuhi01,,,1987,11,29,Japan,,,,,,,,,Hisashi,Takeuchi,,武内 久士,,209,73,R,R,2010,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeuhi02,takeuhi02,,,1953,10,22,Japan,,,,,,,,,Hiroaki,Takeuchi,,竹内 宏彰,,165,69,R,R,1972,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeuhi03,takeuhi03,,,1946,10,28,Japan,,,,,,,,,Hiroshi,Takeuchi,,竹内 洋,,165,70,R,R,1965,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeuis01,takeuis01,,,1920,01,01,Japan,,,,,,,,,Isamu,Takeuchi,,竹内 功,,,,R,R,1940,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeuka01,takeuka01,,,1931,11,29,Japan,,,,,,,,,Kazuo,Takeuchi,,武内 和男,,143,67,L,L,1950,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeuna01,takeuna01,,,2001,07,21,Japan,,,,,,,,,Natsuki,Takeuchi,,武内 夏暉,,212,74,L,L,2024,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeury01,takeury01,,,2005,10,25,Japan,,,,,,,,,Ryota,Takeuchi,,武内 涼太,,185,72,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeury02,takeury02,,,2001,12,11,Japan,,,,,,,,,Ryushin,Takeuchi,,竹内 龍臣,,187,71,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeush01,takeush01,,,1983,12,10,Japan,,,,,,,,,Shinichi,Takeuchi,,武内 晋一,,198,69,L,L,2006,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeuyo01,takeuyo01,,,1971,05,25,Japan,,,,,,,,,Yoshiya,Takeuchi,,竹内 昌也,,203,72,R,R,1993,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeuyo02,takeuyo02,takeuyo02,,1903,01,01,Japan,,,,,,,,,Yoshikazu,Takeuchi,,竹内 愛一,,141,67,R,R,1941,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeyda01,takeyda01,,,1994,09,27,Japan,,,,,,,,,Daichi,Takeyasu,,竹安 大知,,183,72,R,R,2016,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeyhy01,takeyhy01,,,2003,11,02,Japan,,,,,,,,,Hyuga,Takeyama,,竹山 日向,,190,72,R,R,2022,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeysa01,takeysa01,,,1941,08,14,Japan,,,,,,,,,Saburo,Takeya,,竹屋 三郎,,159,70,L,L,1962,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takeysh01,takeysh01,,,1984,06,22,Japan,,,,,,,,,Shingo,Takeyama,,武山 真吾,,194,70,R,R,2003,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takighi01,takighi01,,,1942,01,01,Japan,,,,,,,,,Hiromi,Takigawa,,滝川 博已,,165,69,R,L,1960,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takigmi01,takigmi01,,,1961,11,02,Japan,,,,,,,,,Mitsunori,Takiguchi,,滝口 光則,,194,71,R,R,1980,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takigto01,takigto01,,,1927,12,22,Japan,,,,,,,,,Toyohiro,Takiguchi,,滝口 豊広,,,,R,R,1949,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takihi01,takihi01,,,1936,08,07,Japan,,,,,,,,,Hideo,Taki,,滝 英男,,165,66,R,R,1955,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takikhi01,takikhi01,,,,,,Japan,,,,,,,,,,,,Takikawa Hiroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takimma01,takimma01,,,2003,07,29,Japan,,,,,,,,,Masaki,Takimoto,,瀧本 将生,,185,70,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takimsh01,takimsh01,,,1940,07,07,Japan,,,,,,,,,Shuhei,Takimura,,滝村 修平,,148,69,R,R,1959,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takinka01,takinka01,,,1996,07,08,Japan,,,,,,,,,Kaname,Takino,,滝野 要,,183,73,L,R,2019,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takinry01,takinry01,,,1994,12,20,Japan,,,,,,,,,Ryota,Takinaka,,瀧中 瞭太,,205,71,R,R,2020,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takitka01,takitka01,,,2001,12,28,Japan,,,,,,,,,Kazuki,Takita,,滝田 一希,,185,72,L,L,2024,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takitma01,takitma01,,,1926,10,16,Japan,,,,,,,,,Masaharu,Takita,,滝田 政治,,143,69,L,L,1948,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takiuya01,takiuya01,,,1935,10,30,Japan,,,,,,,,,Yasuo,Takiuchi,,滝内 弥瑞生,,165,68,R,R,1954,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takiya01,takiya01,,,1941,02,11,Japan,,,,,,,,,Yasuharu,Taki,,滝 安治,,165,69,R,R,1964,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takiyo01,takiyo01,,,1929,06,30,Japan,,,,,,,,,Yoshihiko,Taki,,滝 良彦,,141,69,R,R,1952,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takizna01,takizna01,,,2003,08,13,Japan,,,,,,,,,Natsuo,Takizawa,,滝澤 夏央,,143,65,L,R,2022,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takumma01,takumma01,,,1968,02,24,Japan,,,,,,,,,Masahiro,Takumi,,内匠 政博,,161,67,L,L,1993,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takuwmo01,takuwmo01,,,1935,07,18,Japan,,,,,,,,,Motoji,Takuwa,,宅和 本司,,148,70,R,R,1954,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamagka01,tamagka01,,,1931,02,06,Japan,,,,,,,,,Kaoru,Tamagawa,,玉川 郁,,141,67,R,R,1950,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamaihi01,tamaihi01,,,1940,08,17,Japan,,,,,,,,,Hideki,Tamai,,玉井 英紀,,143,69,R,R,1959,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamaino01,tamaino01,,,1949,09,07,Japan,,,,,,,,,Nobuhiro,Tamai,,玉井 信博,,174,70,R,R,1973,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamaisa01,tamaisa01,,,1918,05,26,Japan,,,,,,,,,Sakae,Tamai,,玉井 栄,,150,68,R,R,1937,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamaita01,tamaita01,,,1992,06,16,Japan,,,,,,,,,Taisho,Tamai,,玉井 大翔,,172,70,R,R,2017,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamakha01,tamakha01,,,1932,04,14,Japan,,,,,,,,,Haruo,Tamaki,,玉木 春雄,,132,65,R,R,1954,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamaksh01,tamaksh01,,,1971,02,25,Japan,,,,,,,,,Shigeo,Tamaki,,玉木 重雄,,176,70,R,R,1996,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamakta01,tamakta01,,,1920,03,15,Japan,,,,,,,,,Tadayoshi,Tamakoshi,,玉腰 忠義,,123,65,R,R,1940,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamakto01,tamakto01,,,1975,06,13,Japan,,,,,,,,,Tomotaka,Tamaki,,玉木 朋孝,,172,72,R,R,1994,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamakto02,tamakto02,,,1917,10,17,Japan,,,,,,,,,Toshio,Tamakoshi,,玉腰 年男,,141,66,R,R,1938,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamakyu01,tamakyu01,,,1986,09,11,Japan,,,,,,,,,Yutaka,Tamaki,,玉置 隆,,179,71,R,R,2005,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamamsh01,tamamsh01,,,2001,04,16,Japan,,,,,,,,,Shogo,Tamamura,,玉村 昇悟,,190,70,L,L,2020,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamanhi01,tamanhi01,,,1978,06,01,Japan,,,,,,,,,Hiromasa,Tamano,,玉野 宏昌,,172,72,R,R,1997,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamarhi01,tamarhi01,tamarhi01,,,,,Japan,,,,,,,,,Hitoshi,Tamaru,,田丸 仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamayke01,tamayke01,,,1982,12,24,Japan,,,,,,,,,Kenta,Tamayama,,玉山 健太,,181,71,L,R,2001,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamazyo01,tamazyo01,,,1936,08,17,Japan,,,,,,,,,Yoji,Tamazukuri,,玉造 陽二,,165,69,L,L,1955,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tameito01,tameito01,,,1944,04,18,Japan,,,,,,,,,Toshitaka,Tameike,,溜池 敏隆,,172,70,R,R,1969,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamiyke01,tamiyke01,tamiyke01,,1928,02,11,Japan,,,,,,,,,Kenjiro,Tamiya,,田宮 謙次郎,,179,69,L,L,1949,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamiyyu01,tamiyyu01,,,2000,06,13,Japan,,,,,,,,,Yua,Tamiya,,田宮 裕涼,,185,69,L,R,2020,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurfu01,tamurfu01,,,1959,10,24,Japan,,,,,,,,,Fujio,Tamura,,田村 藤夫,,187,72,R,R,1979,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurhi01,tamurhi01,,,1977,03,28,Japan,,,,,,,,,Hitoshi,Tamura,,多村 仁志,,176,71,R,R,1995,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamuric01,tamuric01,,,1994,09,19,Japan,,,,,,,,,Ichiro,Tamura,,田村 伊知郎,,190,68,L,R,2017,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamuris01,tamuris01,,,1957,03,22,Japan,,,,,,,,,Isao,Tamura,,田村 勲,,168,72,R,R,1975,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurjo01,tamurjo01,,,1992,11,20,Japan,,,,,,,,,Jo,Tamura,,田村 丈,,196,73,R,R,2016,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurke01,tamurke01,,,1976,05,22,Japan,,,,,,,,,Kei,Tamura,,田村 恵,,163,68,R,R,1995,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurma01,tamurma01,,,1953,05,03,Japan,,,,,,,,,Masao,Tamura,,田村 政雄,,174,71,R,R,1976,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurmi01,tamurmi01,,,1934,08,28,Japan,,,,,,,,,Mitsuru,Tamura,,田村 満,,141,69,L,L,1954,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurmi02,tamurmi02,,,1925,10,31,Japan,,,,,,,,,Mikio,Tamura,,田村 幹雄,,,,L,L,1943,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurmi03,tamurmi03,,,1917,10,12,Japan,,,,,,,,,Minoru,Tamura,,田村 稔,,,,L,L,1937,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamursh01,tamursh01,,,2003,08,25,Japan,,,,,,,,,Shunsuke,Tamura,,田村 俊介,,214,70,L,L,2022,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurta01,tamurta01,,,1994,05,13,Japan,,,,,,,,,Tatsuhiro,Tamura,,田村 龍弘,,179,68,R,R,2013,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurto01,tamurto01,,,2004,04,06,Japan,,,,,,,,,Tomoki,Tamura,,田村 朋輝,,190,72,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurto02,tamurto02,,,1936,01,05,Japan,,,,,,,,,Tomoyoshi,Tamura,,田村 友美,,150,68,R,R,1954,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurts01,tamurts01,,,1965,08,18,Japan,,,,,,,,,Tsutomu,Tamura,,田村 勤,,168,70,L,L,1991,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamuryo01,tamuryo01,,,1942,05,17,Japan,,,,,,,,,Yoshiki,Tamura,,田村 純樹,,143,70,L,L,1961,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanaaei01,tanaaei01,,,1924,07,30,Japan,,,,,,,,,Eiji,Tanaami,,田名網 英二,,128,63,R,R,1950,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanabha01,tanabha01,,,2001,12,22,Japan,,,,,,,,,Hayato,Tanabe,,田部 隼人,,194,73,R,R,2020,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanabko01,tanabko01,,,1990,12,09,Japan,,,,,,,,,Kojiro,Tanabo,,田面 巧二郎,,198,70,R,R,2013,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanabma01,tanabma01,,,1965,03,08,Japan,,,,,,,,,Manabu,Tanabe,,田辺 学,,190,71,L,L,1989,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanabno01,tanabno01,,,1966,05,11,Japan,,,,,,,,,Norio,Tanabe,,田辺 路朗,,168,70,R,R,1985,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanabno02,tanabno02,,,,,,Japan,,,,,,,,,,,,Tanabe Norio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanabos01,tanabos01,,,1944,04,23,Japan,,,,,,,,,Osamu,Tanabe,,田辺 修,,165,70,R,R,1963,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanabsh01,tanabsh01,,,1959,08,30,Japan,,,,,,,,,Shigefumi,Tanabe,,田辺 繁文,,190,73,L,L,1978,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanabto01,tanabto01,tanabto01,,,,,Japan,,,,,,,,,Tokuo,Tanabe,,田邊 徳雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanabyo01,tanabyo01,,,1937,04,12,Japan,,,,,,,,,Yoshizo,Tanabe,,田辺 義三,,165,69,R,R,1956,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanaima01,tanaima01,,,2007,03,06,Japan,,,,,,,,,Manato,Tanai,,田内 真翔,,174,70,R,R,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakak01,tanakak01,,,1982,10,23,Japan,,,,,,,,,Akira,Tanaka,,田中 彰,,190,74,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakak02,tanakak02,,,1954,07,27,Japan,,,,,,,,,Akira,Tanaka,,田中 彰,,157,68,B,R,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakak03,tanakak03,,,1944,07,20,Japan,,,,,,,,,Akira,Tanaka,,田中 章,,141,67,R,R,1969,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakak04,tanakak04,,,1935,07,23,Japan,,,,,,,,,Akio,Tanaka,,田中 昭夫,,150,68,L,L,1954,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakch01,tanakch01,,,2000,09,21,Japan,,,,,,,,,Chiharu,Tanaka,,田中 千晴,,187,74,R,R,2023,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakch02,tanakch02,,,1959,09,13,Japan,,,,,,,,,Chikara,Tanaka,,田中 力,,172,70,R,R,1984,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakda01,tanakda01,,,1988,04,29,Japan,,,,,,,,,Daijiro,Tanaka,,田中 大二郎,,187,70,L,L,2007,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakda02,tanakda02,,,1984,12,18,Japan,,,,,,,,,Daisuke,Tanaka,,田中 大輔,,183,69,R,R,2007,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakei01,tanakei01,,,1999,07,13,Japan,,,,,,,,,Eito,Tanaka,,田中 瑛斗,,185,72,L,R,2018,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakei02,tanakei02,,,1992,04,02,Japan,,,,,,,,,Eisuke,Tanaka,,田中 英祐,,165,71,R,R,2015,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakfu01,tanakfu01,,,2003,08,23,Japan,,,,,,,,,Fuki,Tanaka,,田中 楓基,,165,71,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakha01,tanakha01,,,2006,06,25,Japan,,,,,,,,,Haruto,Tanaka,,田中 陽翔,,194,72,L,R,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakha02,tanakha02,,,2004,06,06,Japan,,,,,,,,,Haruya,Tanaka,,田中 晴也,,203,73,L,R,2023,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakha03,tanakha03,,,1936,04,04,Japan,,,,,,,,,Haruo,Tanaka,,田中 春雄,,146,67,R,R,1955,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakhe01,tanakhe01,,,1937,02,06,Japan,,,,,,,,,Heihachiro,Tanaka,,田中 平八郎,,146,66,R,R,1955,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakhi01,tanakhi01,,,1982,05,24,Japan,,,,,,,,,Hiroyasu,Tanaka,,田中 浩康,,170,70,R,R,2005,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakhi02,tanakhi02,,,1979,08,26,Japan,,,,,,,,,Hiroto,Tanaka,,田中 敬人,,170,73,R,R,2005,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakhi03,tanakhi03,,,1939,04,04,Japan,,,,,,,,,Hiroyasu,Tanaka,,田中 裕康,,152,68,R,R,1962,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakic01,tanakic01,,,1933,05,06,Japan,,,,,,,,,Ichiro,Tanaka,,田中 一郎,,157,69,R,R,1955,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakic02,tanakic02,,,1932,06,20,Japan,,,,,,,,,Ichiro,Tanaka,,田中 一朗,,161,67,R,R,1949,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakju01,tanakju01,,,1935,03,27,Japan,,,,,,,,,Junji,Tanaka,,田中 淳二,,134,67,R,R,1954,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakka01,tanakka01,,,1994,08,08,Japan,,,,,,,,,Kazuki,Tanaka,,田中 和基,,165,71,B,R,2017,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakka02,tanakka02,,,1981,10,28,Japan,,,,,,,,,Kazunori,Tanaka,,田中 一徳,,148,65,L,R,2000,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakka03,tanakka03,,,1959,09,15,Japan,,,,,,,,,Kazuhiro,Tanaka,,田中 和博,,172,69,L,L,1983,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanakka04,tanakka04,,,1938,10,31,Japan,,,,,,,,,Kazuo,Tanaka,,田中 和男,,157,69,R,R,1961,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
